Transaction ID,Card Number,Amount,Class,Transaction Method,Timestamp
XKBJAKYMTRLY,7.12848E+11,39460,1,Debit Card,05-08-2014 00:42
ZYSXUJVUFIWP,3.11697E+11,74537,0,Credit Card,06-08-2015 15:36
BEIGYUDYSAGF,2.44775E+11,66864,0,Debit Card,15-02-2022 17:56
QLWWQFMPRRMN,3.6274E+11,29941,1,Debit Card,10-01-2014 23:42
UUUOKLVDJSFV,4.52653E+11,34595,1,Credit Card,18-06-2013 13:19
QBZEQQISXFDS,5.57801E+11,85042,0,Debit Card,08-09-2020 04:17
EJTTISUKWJHJ,7.38183E+11,19807,0,UPI,04-05-2011 23:06
OIWDQBWDIUZY,5.3051E+11,45815,1,UPI,07-06-2018 03:07
OIWDQBWDIUZY,9.6916E+11,82890,1,UPI,07-06-2018 03:07
PLISKOBPZUKL,2.16605E+11,78124,1,UPI,26-03-2020 11:58
PLISKOBPZUKL,2.45396E+11,88924,1,UPI,21-10-2022 10:53
PLISKOBPZUKL,1.23229E+11,87251,1,UPI,26-01-2020 10:52
